NU_ANO_CENSO,CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,TP_SITUACAO_FUNCIONAMENTO,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,CO_REGIAO,CO_MESORREGIAO,NO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,NO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_VINCULO_SECRETARIA_EDUCACAO,TP_REGULAMENTACAO,TP_RESPONSAVEL_REGULAMENTACAO,IN_LABORATORIO_INFORMATICA,IN_COMPUTADOR,IN_EQUIP_COPIADORA,IN_EQUIP_IMPRESSORA,IN_EQUIP_IMPRESSORA_MULT,IN_EQUIP_SCANNER,IN_EQUIP_NENHUM,IN_EQUIP_DVD,QT_EQUIP_DVD,IN_EQUIP_SOM,QT_EQUIP_SOM,IN_EQUIP_TV,QT_EQUIP_TV,IN_EQUIP_LOUSA_DIGITAL,QT_EQUIP_LOUSA_DIGITAL,IN_EQUIP_MULTIMIDIA,QT_EQUIP_MULTIMIDIA,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_TABLET_ALUNO,QT_TABLET_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_INTERNET_ADMINISTRATIVO,IN_INTERNET_APRENDIZAGEM,IN_INTERNET_COMUNIDADE,IN_ACESSO_INTERNET_COMPUTADOR,IN_ACES_INTERNET_DISP_PESSOAIS,TP_REDE_LOCAL,IN_BANDA_LARGA,IN_REDES_SOCIAIS
2020,25001426,E M E F ORLANDO DE PAIVA NETO,8,2,,,2,2501,Sertão Paraibano,25001,25,2502805,Brejo do Cruz,250280505,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25001450,ESC MUL SEBASTIANA ANALIA DE LIMA,8,2,,,2,2501,Sertão Paraibano,25001,25,2514651,São José do Brejo do Cruz,251465105,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25001469,EMEF ELIZIARIO LUIZ DA COSTA,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Não,1,0,0,0,0,1,1,Não,0,Não,0,Sim,1,1,8,1,1,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,A cabo,0,0
2020,25001477,ECI EEFM PROFESSORA DIVA GUEDES DE ARAUJO,8,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Não,1,0,0,0,0,1,2,Não,0,Sim,1,Sim,1,1,9,1,2,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,1
2020,25001493,EMEF ARAO TEODOMIRO DE SOUSA,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Urbana,0,1,Sim,Municipal,Sim,Sim,Não,Não,1,0,0,0,0,1,1,Não,0,Não,0,Sim,2,1,14,0,0,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,A cabo e Wireless,0,1
2020,25001540,EMEF ELIAS FERREIRA DA SILVA,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,0,0,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não há rede local,,0
2020,25001566,EMEF GUILHERMINO JOSE DOS SANTOS,8,2,,,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25001574,EMEF JOSE ALVES DE SOUSA,8,2,,,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25001590,CRECHE ODAILMA BATISTA DE ASSIS,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,2,1,4,Sim,2,Não,0,Não,0,0,0,1,1,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,0,1
2020,25001604,EMEF DEOCLECIO JOSE DE OLIVEIRA,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,1,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não há rede local,1,0
2020,25001655,EMEF LUCAS FERREIRA DE ANDRADE,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Urbana,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,0,0,1,1,Não,0,Não,0,Não,0,1,1,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,0,1
2020,25001663,EMEF CIPRIANO CARDOSO DOS SANTOS,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,0,1,Sim,Municipal,Não,Sim,Não,Não,1,0,0,1,1,1,1,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Não há rede local,1,0
2020,25001698,EMEF MANOEL ADELINO,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,0,1,Sim,Estadual,Não,Sim,Não,Não,1,0,0,1,1,1,1,Sim,1,Não,0,Não,0,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,Wireless,1,0
2020,25001710,EMEF SERAFIM BALTASAR,8,1,3/2/2020,1/21/2021,2,2501,Sertão Paraibano,25001,25,2502904,Brejo dos Santos,250290405,Municipal,Rural,0,1,Sim,Municipal,Não,Não,Não,Não,0,0,1,0,0,0,0,Não,0,Não,0,Não,0,0,0,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não informado,,0
2020,25001744,C EDUC DE APERFEICOAMENTO DE CATOLE,8,1,1/23/2020,12/23/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Privada,Urbana,0,,Sim,Estadual,Não,Sim,Sim,Sim,0,0,0,1,3,1,2,Sim,4,Não,0,Sim,4,0,0,0,0,0,0,Sim,Não,Sim,Não,Não,Não,Não,A cabo,1,1
2020,25001760,CENTRO DE ENS FUND LUZIA MAIA,8,1,2/3/2020,12/31/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Municipal,Urbana,0,1,Sim,Estadual,Não,Sim,Sim,Sim,1,0,0,1,6,1,3,Sim,7,Não,0,Sim,3,0,0,1,4,0,0,Sim,Não,Sim,Sim,Não,Não,Não,Wireless,1,1
2020,25001787,COL NORMAL FRANCISCA MENDES,8,1,1/22/2020,12/11/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Privada,Urbana,0,,Sim,Estadual,Não,Sim,Sim,Sim,1,0,0,1,4,1,6,Sim,4,Não,0,Sim,3,1,1,1,3,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,A cabo,1,1
2020,25001795,COLEGIO TECNICO DOM VITAL,8,1,1/27/2020,12/21/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Privada,Urbana,0,,Sim,Estadual,Não,Sim,Sim,Sim,1,1,0,1,1,1,3,Sim,4,Não,0,Sim,4,1,2,1,2,0,0,Sim,Sim,Sim,Sim,Não,Não,Sim,A cabo e Wireless,1,1
2020,25001809,CRECHE IR MARIA ENGELSINDES HOLFELDER,8,3,,,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Municipal,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,25001817,EDUCANDARIO JOAO AGRIPINO FILHO,8,1,1/23/2020,12/23/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Privada,Urbana,0,,Sim,Estadual,Sim,Sim,Sim,Sim,1,0,0,1,1,1,16,Sim,2,Sim,3,Sim,16,1,12,1,20,0,0,Sim,Não,Sim,Sim,Não,Não,Não,A cabo e Wireless,1,1
2020,25001825,ESC AGROTECNICA DO CAJUEIRO CAMPUS IV - UEPB,8,1,3/2/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Estadual,Rural,0,1,Sim,Estadual,Sim,Sim,Sim,Sim,1,0,0,0,0,0,0,Não,0,Não,0,Sim,7,1,10,1,4,0,0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Wireless,1,1
2020,25001833,ECI OBDULIA DANTAS,8,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Estadual,Urbana,0,1,Sim,Estadual,Não,Sim,Não,Sim,1,0,0,1,2,1,1,Sim,5,Não,0,Sim,8,0,0,0,0,1,80,Sim,Sim,Sim,Não,Sim,Sim,Sim,A cabo e Wireless,1,1
2020,25001868,EEEF JOAQUIM VALDEVINO DE LIMA,8,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Estadual,Rural,0,1,Sim,Estadual,Sim,Sim,Não,Não,1,0,0,0,0,1,2,Sim,1,Não,0,Sim,1,1,5,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não há rede local,,1
2020,25001876,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL JOSE DE SA CAVALCANTE,8,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Estadual,Rural,0,1,Sim,Estadual,Sim,Sim,Não,Sim,1,0,0,1,1,1,1,Sim,1,Não,0,Sim,1,1,3,0,0,0,0,Não,Não,Não,Não,Não,Não,Não,Não há rede local,,0
2020,25001906,ECI JOAO SUASSUNA,8,1,2/10/2020,12/18/2020,2,2501,Sertão Paraibano,25001,25,2504306,Catolé do Rocha,250430605,Estadual,Urbana,0,1,Sim,Estadual,Sim,Sim,Não,Sim,0,0,0,1,2,0,0,Sim,3,Não,0,Sim,2,1,19,0,0,0,0,Sim,Sim,Sim,Sim,Não,Sim,Não,Não há rede local,1,1
